"   ";"CASEWHENSUBSTR(ART.TXT_ISSN_IS"
"1235";"8524-038X"
"1236";"1432-0495"
"1237";"1613-9895"
"1238";"1531-8249"
"1239";"0102-527"
"1240";"0379-0282"
"1241";"1414-7637"
"1242";"1678-0841"
"1243";"1760-3951"
"1244";"0930-5874"
"1245";"1055-7490"
"1246";"0871-2352"
"1247";"1807-5282"
"1248";"0960-314X"
"1249";"0895-6111"
"1250";"1981-1764"
"1251";"0995-3914"
"1252";"1528-0330"
"1253";"1466-0466"
"1254";"2317-4307"
"1255";"8247-4091"
"1256";"2175-9790"
"1257";"1749-5148"
"1258";"1518-640"
"1259";"1678-3107"
"1260";"0100-859"
"1261";"1984-0640"
"1262";"7802-4385"
"1263";"0102-779X"
"1264";"1980-0622"
"1265";" 151-6433"
"1266";"1760-9879"
"1267";"1677-9711"
"1268";"8598-1120"
"1269";"1981-7886"
"1270";"0110-7668"
"1271";"1749-0413"
"1272";"2237-9460"
"1273";"1070-1389"
"1274";"1569-3767"
"1275";"0769-6825"
"1276";"0764-2873"
"1277";"0577-9073"
"1278";"1373-411"
"1279";"0104-680X"
"1280";"2178-4736"
"1281";"2455-3301"
"1282";"1542-3980"
"1283";"0305-4438"
"1284";"1811-0231"
"1285";"1054-6006"
"1286";"0103-4286"
"1287";"0140-5660"
"1288";"1982-6737"
"1289";"0367-0449"
"1290";"1679-1474"
"1291";"2675-024X"
"1292";"2236-4498"
"1293";"0075-8434"
"1294";"0171-0834"
"1295";"0197-580"
"1296";"  37-9956"
"1297";"8571-3851"
"1298";"1016-3115"
"1299";"2358-7261"
"1300";"1552-4981"
"1301";"0718-0306"
"1302";"1067-1919"
"1303";"1432-0851"
"1304";"0341-0382"
"1305";"2177-2312"
"1306";"1645- 052"
"1307";"0870-0176"
"1308";"1743-7008"
"1309";"1413-4659"
"1310";"1677-527X"
"1311";"1050-1606"
"1312";"0034-9399"
"1313";"1613-2270"
"1314";"0392-7296"
"1315";"1434-2561"
"1316";"0031-0603"
"1317";" 167-7083"
"1318";"0257-3229"
"1319";"1432-1866"
"1320";"1856-4569"
"1321";"8547-6122"
"1322";"0772-1110"
"1323";"1043-5523"
"1324";"0926-5805"
"1325";"1518-611"
"1326";"2176-8412"
"1327";"0120-9965"
"1328";"0987-7576"
"1329";"0101-6040"
"1330";"1471-8505"
"1331";"1519-4466"
"1332";"1479-8360"
"1333";"0369-8114"
"1334";"1808-8082"
"1335";"2238-9091"
"1336";"1679-3962"
"1337";"7745-1244"
"1338";"1519-450"
"1339";"1676-8418"
"1340";"8589-2031"
"1341";"1613-0607"
"1342";"0443-5117"
"1343";"1558-7908"
"1344";"1350-9462"
"1345";"1547-7029"
"1346";"0192-303X"
"1347";"2358-8020"
"1348";"1808-5201"
"1349";"0190-0692"
"1350";"2317-9465"
"1351";"1697-6436"
"1352";"   5-827"
"1353";"1591-996X"
"1354";"1684-1607"
"1355";"1981-1470"
"1356";"1055-0496"
"1357";"1516-444"
"1358";"0102-398"
"1359";"1095-8312"
"1360";"1569-7010"
"1361";"1138-9737"
"1362";"1518-7772"
"1363";"1445-8389"
"1364";"1519-2008"
"1365";"1517-8072"
"1366";"0305-7240"
"1367";"1880-5973"
"1368";"0112-0807"
"1369";"2493-6006"
"1370";"0104-8986"
"1371";"1984-4247"
"1372";"2525-5940"
"1373";"1692-6749"
"1374";"1677-9614"
"1375";"0155-0640"
"1376";"1405-7794"
"1377";"0138-6239"
"1378";"0010-9894"
"1379";"0394-7297"
"1380";"0954-7118"
"1381";"0065-2504"
"1382";"0167-8396"
"1383";"0144-6193"
"1384";"1982-4211"
"1385";"0895-9374"
"1386";"0018-6368"
"1387";"2676-0282"
"1388";"2950-0249"
"1389";"1808-2548"
"1390";"0019-8544"
"1391";"1677-5023"
"1392";"1866-3931"
"1393";"0030-8853"
"1394";"1414-149X"
"1395";"1679-5431"
"1396";"0012-1649"
"1397";"1470-8477"
"1398";"0870-6565"
"1399";"1415-192X"
"1400";"8586-572X"
"1401";"  85-756"
"1402";"2346-2183"
"1403";"1646-1851"
"1404";"1520-5851"
"1405";"1478-6354"
"1406";"2175-8794"
"1407";"1677-4124"
"1408";"1409-2441"
"1409";"2316-2767"
"1410";"1740-6757"
"1411";"0002-8231"
"1412";"0196-1047"
"1413";"0212-4130"
"1414";"0225-5189"
"1415";"1544-8037"
"1416";"2444-9709"
"1417";"1809-3396"
"1418";"0304-4777"
"1419";"2237-2164"
"1420";"0716-2235"
"1421";"1676-079"
"1422";"1677-306"
"1423";"2237-9223"
"1424";"1478-9876"
"1425";"0872-4911"
"1426";"1111-4444"
"1427";"1405-4558"
"1428";"1679-5865"
"1429";"1052-5149"
"1430";"1809-1687"
"1431";"2178-3640"
"1432";"2316-1663"
"1433";"0043-7183"
"1434";"8544-1253"
"1435";"1545-102X"
"1436";"1813-6257"
"1437";"2525-9709"
"1438";"9871-8137"
"1439";"1098-3058"
"1440";"0716-4254"
"1441";"1599-642"
"1442";"102 -6380"
"1443";"1357-6283"
"1444";"8587-6123"
"1445";"1678-1139"
"1446";"1234-6789"
"1447";"1812-5662"
"1448";"1679-2991"
"1449";"0928-1258"
"1450";"0176-1714"
"1451";"1885-6365"
"1452";"2007-2430"
"1453";"1807-3166"
"1454";"1473-0766"
"1455";"1754-2839"
"1456";"1405-5082"
"1457";"0001-0240"
"1458";"8710-6256"
"1459";"7   -03"
"1460";"1808-4892"
"1461";"1354-0793"
"1462";"    -2471"
"1463";"1262-3490"
"1464";" 328-5057"
"1465";"2236-997X"
"1466";"1648-3727"
"1467";"1525-2167"
"1468";"1667-2011"
"1469";"0251-7000"
"1470";"1982-5617"
"1471";"1726-037X"
"1472";"1605-8127"
"1473";"1646-5210"
"1474";"0639-229X"
"1475";"1415-1665"
"1476";"1277-0124"
"1477";"1092-4388"
"1478";"1807-3352"
"1479";" 151-8248"
"1480";"0000-0876"
"1481";"0303-3295"
"1482";"1433-2833"
"1483";"0730-6490"
"1484";"7387-8916"
"1485";"0131-1808"
"1486";"0001-2203"
"1487";"0214-1256"
"1488";"1742-2035"
"1489";"0126-7434"
"1490";"1543-2165"
"1491";"1980-8097"
"1492";"1984-8234"
"1493";"1677-1036"
"1494";"0108-2702"
"1495";"2237-4485"
"1496";"1073-6085"
"1497";"0179-1990"
"1498";"1983-7437"
"1499";"0380-1330"
"1500";"2764-8907"
"1501";"0212-999X"
"1502";"0569-4450"
"1503";"1746-5095"
"1504";"1178-2005"
"1505";"0334-6005"
"1506";"1575-5886"
"1507";"1981-7738"
"1508";"0214-137X"
"1509";"8493-3610"
"1510";"8586-8830"
"1511";"0748-7711"
"1512";"0392-7342"
"1513";"1074-3529"
"1514";"2179-7625"
"1515";"1646-0944"
"1516";"1014-1200"
"1517";"0037-8429"
"1518";"1475-3634"
"1519";"0379-5462"
"1520";"1983-3725"
"1521";"1517-8182"
"1522";"   1-2512"
"1523";"1836-3644"
"1524";"0097-8388"
"1525";"1343-4939"
"1526";"1982-6451"
"1527";"0874-9493"
"1528";"2237-2768"
"1529";"1073-5127"
"1530";"0368-1610"
"1531";"2333-2581"
"1532";"1806-563"
"1533";"2677-2687"
"1534";"2318-2660"
"1535";"1708-539X"
"1536";"1744-3377"
"1537";"9737-02"
"1538";"0104-3069"
"1539";"2238-5290"
"1540";"1982-1050"
"1541";" 102-7972"
"1542";"   8-5232"
"1543";"2176-7114"
"1544";"1413-7089"
"1545";"0001-2000"
"1546";"0203-2828"
"1547";"0269-7580"
"1548";"1645-5584"
"1549";"0048-4830"
"1550";"0717-345X"
"1551";"1381-5741"
"1552";"1651-532"
"1553";"2525-8923"
"1554";"1237-6183"
"1555";"0004-9514"
"1556";"1190-0"
"1557";"2176-7130"
"1558";"1097-6868"
"1559";"2177-9023"
"1560";"1084-0613"
"1561";"0035-3809"
"1562";"0340-269X"
"1563";"2178-0498"
"1564";"0352-3233"
"1565";"2504-3137"
"1566";"0005-2256"
"1567";"0791-9875"
"1568";"1672-6529"
"1569";"0396- 300"
"1570";"1254-0196"
"1571";"1389-9155"
"1572";"0151-8763"
"1573";"0959-2989"
"1574";"8588-102X"
"1575";"1519-0543"
"1576";"0025-7826"
"1577";"1517-6672"
"1578";"0368-770"
"1579";"0720-4299"
"1580";"2595-2277"
"1581";"1692-1682"
"1582";"1431-4630"
"1583";"0972-5229"
"1584";"0933-1883"
"1585";"100 -5502"
"1586";"7631-0465"
"1587";"7736-0485"
"1588";"1679-4389"
"1589";"0918-158"
"1590";"1984-2139"
"1591";"0991-6229"
"1592";"2079-3197"
"1593";"1356-689X"
"1594";"1983-5558"
"1595";"0014-2239"
"1596";"0898-2112"
"1597";"2446-9661"
"1598";"0010-0765"
"1599";"1683-9803"
"1600";"   4-5270"
"1601";"0020-0700"
"1602";"0016-7630"
"1603";"1399-0039"
"1604";"1078-6457"
"1605";"2179-8397"
"1606";"1676-5660"
"1607";"0717-9618"
"1608";"2444-9725"
"1609";"0223-5951"
"1610";"0043-5325"
"1611";"2178-0811"
"1612";"0093-5301"
"1613";"0429-2766"
"1614";"1808-5627"
"1615";"2177-2894"
"1616";"0955-2030"
"1617";"2177-580X"
"1618";"1981-3120"
"1619";"1618-0550"
"1620";"5986-2301"
"1621";"1465-8011"
"1622";"8588-507X"
"1623";"0034-7531"
"1624";"0940-2268"
"1625";"1091-3734"
"1626";"2665-9131"
"1627";"0870-4538"
"1628";"1549-4950"
"1629";"0004-730"
"1630";"1028-6578"
"1631";"1415-4986"
"1632";"8481-2196"
"1633";"2237-8006"
"1634";"0001-4443"
"1635";"1983-6325"
"1636";"1046-1310"
"1637";"0980-7594"
"1638";"1139-8736"
"1639";"0123-6814"
"1640";"1982-2561"
"1641";"1981-2264"
"1642";"1343-0955"
"1643";"1416-7054"
"1644";"1516-3589"
"1645";"1413-5426"
"1646";"1666-0536"
"1647";"1666-4124"
"1648";"1518-853"
"1649";"1984-512X"
"1650";"0600-048D"
"1651";"1230-2824"
"1652";"1514-2280"
"1653";"1677-3805"
"1654";"0041-3216"
"1655";"0742-051X"
"1656";"7309-4036"
"1657";"1981-5875"
"1658";"1751-8598"
"1659";"1565-7396"
"1660";"2654-1343"
"1661";"1741-3567"
"1662";"1752-3389"
"1663";"1980-8615"
"1664";"1519-9827"
"1665";"1578-0856"
"1666";"1544-6301"
"1667";"1518-2347"
"1668";"0034-3404"
"1669";"0009-2002"
"1670";"1520-6483"
"1671";"1532-1819"
"1672";"0002-9254"
"1673";"2359-0793"
"1674";"1807-8213"
"1675";"1518-8753"
"1676";"0102-169"
"1677";"8575-0510"
"1678";"2236-8760"
"1679";"1743-4254"
"1680";"0121-0777"
"1681";"2073-4395"
"1682";"0103-466"
"1683";" 159-05"
"1684";"0325-1926"
"1685";"2176-3860"
"1686";"0103- 381"
"1687";"2003-4555"
"1688";"0866-1510"
"1689";"1064-1297"
"1690";"1982-2006"
"1691";"0100-7726"
"1692";"1678-0884"
"1693";"1980-4873"
"1694";"0251-1088"
"1695";"1980-9395"
"1696";"1445-8330"
"1697";"0718-1434"
"1698";"1761-9629"
"1699";"1405-1133"
"1700";"0065-3454"
"1701";"0031-6032"
"1702";"1632-3326"
"1703";"2356-6140"
"1704";"0340-245"
"1705";"1983-3431"
"1706";"1312-5192"
"1707";" 096-0892"
"1708";"0300-2977"
"1709";"0104-3555"
"1710";"1811-9700"
"1711";"0104-528"
"1712";"1876-4517"
"1713";"0035-3337"
"1714";"1885-5830"
"1715";"1056-6716"
"1716";"2523-3963"
"1717";"1807-0980"
"1718";"1613-3692"
"1719";"2446-7154"
"1720";"1516-6058"
"1721";"1983-9952"
"1722";"1872-2156"
"1723";"1982-0836"
"1724";"1550-9087"
"1725";"0110-7930"
"1726";"2005-022"
"1727";"2318-8413"
"1728";"1476-4180"
"1729";"1526-3096"
"1730";"1611-9568"
"1731";"0038-6804"
"1732";"0101-8433"
"1733";"3023-052"
"1734";" 010-2252"
"1735";"0718-1299"
"1736";"1546-3141"
"1737";"0025-4878"
"1738";"1157-9668"
"1739";"1559-0305"
"1740";"1184-3850"
"1741";"1546-0096"
"1742";"1346-5058"
"1743";"1517-1976"
"1744";"1523-9926"
"1745";"1405-6313"
"1746";"1980-0223"
"1747";"0214-4212"
"1748";"1076-0148"
"1749";"1886-8932"
"1750";"0953-6833"
"1751";"0951-18X"
"1752";"0272-4944"
"1753";"2236-6733"
"1754";"0021-561"
"1755";"1774-0746"
"1756";"1110-7251"
"1757";"1432-1319"
"1758";"1982-0186"
"1759";"1741-1548"
"1760";" 151-8020"
"1761";"1809-085"
"1762";"1983-7429"
"1763";"1687-9627"
"1764";"1350-0775"
"1765";"0308-2350"
"1766";"1983-196X"
"1767";"0394-8218"
"1768";"0141-0578"
"1769";"0646-98"
"1770";"1286-579"
"1771";"0176-9413"
"1772";"1422-2213"
"1773";"1312-8099"
"1774";"0196-1756"
"1775";"1615-4788"
"1776";"1562-0500"
"1777";"2176-9621"
"1778";"1005-1120"
"1779";"0024-905X"
"1780";"0378-6285"
"1781";"1545-8490"
"1782";"1290-3465"
"1783";"2452-2457"
"1784";"2447-0147"
"1785";"1674-218X"
"1786";"1808-740X"
"1787";"0324-1718"
"1788";"0021-8251"
"1789";"2182-1402"
"1790";"1543-0375"
"1791";"1413-8352"
"1792";"1384-6639"
"1793";"0101-3548"
"1794";"1909-7182"
"1795";"1984-0918"
"1796";"  28-9276"
"1797";"1478-2391"
"1798";"1809-3531"
"1799";"0102-95X"
"1800";"0354-950X"
"1801";"1849-2207"
"1802";"1755-0998"
"1803";"0213-053X"
"1804";"0180-8257"
"1805";"0102-5192"
"1806";"9876-8743"
"1807";"2763-8405"
"1808";"1176-4120"
"1809";"0013-8827"
"1810";"1536-9625"
"1811";"0021-0285"
"1812";"2141-6567"
"1813";"0142-694X"
"1814";"0886-6708"
"1815";"1341-321X"
"1816";"1613-0146"
"1817";"0030-4556"
"1818";"1813-5706"
"1819";"1545-6501"
"1820";"1049-9083"
"1821";"1496-2551"
"1822";"0268-218"
"1823";"0889-3047"
"1824";"3661-3223"
"1825";"2330-510X"
"1826";"1545-5971"
"1827";"0897-0823"
"1828";"1669-7405"
"1829";"0716-1883"
"1830";"8576-4418"
"1831";"1677- 674"
"1832";"1809-1547"
"1833";"0104-785X"
"1834";"0172-2794"
"1835";"1980-6205"
"1836";"1473-0480"
"1837";"6466-0001"
"1838";"1983-3067"
"1839";"0325-7789"
"1840";"1980-6396"
"1841";"1778-4387"
"1842";"0102-685X"
"1843";"1578-7680"
"1844";"1519-088"
"1845";"0177-7750"
"1846";"0120-3797"
"1847";"0734-2829"
"1848";"1881-6967"
"1849";"1034-912X"
"1850";"1747-7778"
"1851";"1796-2056"
"1852";"1431-9292"
"1853";"0328-0543"
"1854";"1138-1124"
"1855";"1315-9291"
"1856";"  15-1891"
"1857";"7112-3997"
"1858";"9999-9978"
"1859";"1806-2830"
"1860";"1668-3897"
"1861";"2447-6811"
"1862";"1839-6283"
"1863";"1681-7575"
"1864";"2036-6590"
"1865";"1507-4145"
"1866";"1982-0801"
"1867";"1533-6794"
"1868";"  18-064"
"1869";"1681-715X"
"1870";"0902-055"
"1871";"0954-6790"
"1872";"1435-1102"
"1873";"1518-2019"
"1874";"  2-"
"1875";"2175-3423"
"1876";"2175-4640"
"1877";"1516-687"
"1878";"1774-5896"
"1879";"2238-3867"
"1880";"972 -8830"
"1881";"1469-4395"
"1882";"2179-3441"
"1883";"1945-9656"
"1884";"4852-3526"
"1885";"0329-5524"
"1886";"1554-8929"
"1887";"0748-2973"
"1888";"1695-7503"
"1889";"0718-4212"
"1890";"0253-5645"
"1891";"1465-9972"
"1892";"0474-7267"
"1893";"1863-9135"
"1894";"1809-9564"
"1895";"1521-3935"
"1896";"0045-6608"
"1897";"1889-8068"
"1898";"0168-9525"
"1899";"1981-6421"
"1900";"0104-9429"
"1901";"0213-6163"
"1902";"1555-1296"
"1903";"1982-3916"
"1904";"1669-6670"
"1905";"0942-7694"
"1906";"1047-6210"
"1907";"1554-3706"
"1908";"2222-2227"
"1909";"1646-0332"
"1910";"1669-2314"
"1911";"1099-0763"
"1912";"0999-999X"
"1913";"1676-2443"
"1914";"1465-7503"
"1915";"1556-603X"
"1916";"1981-0695"
"1917";"1715-3956"
"1918";"1570-1646"
"1919";"1748-670X"
"1920";"1998-0140"
"1921";"2595-1475"
"1922";"1751-648X"
"1923";"1981-6979"
"1924";"1735-1464"
"1925";"1554-480X"
"1926";"0149-7189"
"1927";"1993-6036"
"1928";"1981-7517"
"1929";"1981-6138"
"1930";"1350-2387"
"1931";"8380-9090"
"1932";"0769-1548"
"1933";"1022-3215"
"1934";"1517-7068"
"1935";"0385-2148"
"1936";"1296-8137"
"1937";"1573-3998"
"1938";"1762-4371"
"1939";"1981-7916"
"1940";"1980-6450"
"1941";"0210-3680"
"1942";"1645-9857"
"1943";"0430-1285"
"1944";"1120-9607"
"1945";"2179-0728"
"1946";"1755-0556"
"1947";"2215-0161"
"1948";"0730-7659"
"1949";"1807-5371"
"1950";"1646-5954"
"1951";"1983-9383"
"1952";"1989-6727"
"1953";"1809-3213"
"1954";"1424-5108"
"1955";"1384-6655"
"1956";"2101-3918"
"1957";"0021-9916"
"1958";"1980-9808"
"1959";"0017-1557"
"1960";"0085-1922"
"1961";"0898-2813"
"1962";"1682-2749"
"1963";"1027-5207"
"1964";"1981-822X"
"1965";"1518-799"
"1966";"0920-1297"
"1967";"2236-5737"
"1968";"1850-3381"
"1969";"2179-7943"
"1970";"0122-8706"
"1971";"1982-2979"
"1972";"1138-7386"
"1973";"1097-0134"
"1974";"1982-3983"
"1975";"1981-0210"
"1976";"1225-6951"
"1977";"7803-5538"
"1978";"0974-7478"
"1979";"1982-2111"
"1980";"1173-6631"
"1981";"0366-077X"
"1982";"0246-8743"
"1983";"0973-3094"
"1984";"1870-3453"
"1985";"0717-5698"
"1986";"0352-9665"
"1987";"1980-5152"
"1988";"0165-2516"
"1989";"2193-8253"
"1990";"1163-4987"
"1991";"1433-1373"
"1992";"1432-0584"
"1993";"1666-7050"
"1994";"1982-6109"
"1995";"0012-1428"
"1996";"1932-4731"
"1997";"1574-8901"
"1998";"1982-6834"
"1999";"1552-7468"
"2000";"1982-2677"
"2001";"0999-7385"
"2002";"1751-8431"
"2003";"1467-8691"
"2004";"1535-0517"
"2005";"1752-2471"
"2006";"1862-3514"
"2007";"2236-0107"
"2008";"0923-0645"
"2009";"0267-4971"
"2010";"1850-3217"
"2011";"1980-8917"
"2012";"1981-4607"
"2013";"1551-7144"
"2014";"0730-5419"
"2015";"1614-2535"
"2016";"1981-6928"
"2017";"1982-4882"
"2018";"1982-6303"
"2019";"1573-2568"
"2020";"1479-6708"
"2021";"0294-0337"
"2022";"1450-1104"
"2023";"1646-5237"
"2024";"2177-4641"
"2025";"1982-4289"
"2026";"1815-0276"
"2027";"1303-9695"
"2028";"0120-1441"
"2029";"1107-1117"
"2030";"0305-7488"
"2031";"1560-4624"
"2032";"1699-7867"
"2033";"1996-1952"
"2034";"1556-4363"
"2035";"0734-2071"
"2036";"0254-9689"
"2037";"1982-4769"
"2038";"1565-9615"
"2039";"1909-7786"
"2040";"1751-6560"
"2041";"1055-8586"
"2042";"1981-3279"
"2043";"1668-4788"
"2044";"1983-0971"
"2045";"0036-9853"
"2046";"1212-3587"
"2047";"1982-6435"
"2048";"1982-758X"
"2049";"1818-5606"
"2050";"1360-0443"
"2051";"1982-6729"
"2052";"1819-0634"
"2053";"1982-8497"
"2054";"1068-9583"
"2055";"1983-7194"
"2056";"1872-3128"
"2057";"1980-685X"
"2058";"1982-4084"
"2059";"1751-2433"
"2060";"1026-4280"
"2061";"1982-4378"
"2062";"2237-5953"
"2063";"1139-7241"
"2064";"1687-3017"
"2065";"1665-5826"
"2066";"1552-3365"
"2067";"0203-5626"
"2068";"0014-3065"
"2069";"0102-356X"
"2070";"1531-3492"
"2071";"0891-2513"
"2072";"1415-7969"
"2073";"1530-1354"
"2074";"0718-381X"
"2075";"2929-1828"
"2076";"1980-6027"
"2077";"1405-8588"
"2078";"1982-1212"
"2079";"1747-6585"
"2080";"1913-9004"
"2081";"0251-0790"
"2082";"1973-9206"
"2083";"1528-8390"
"2084";"1980-8828"
"2085";"0197-6745"
"2086";"2151-0040"
"2087";"1609-9168"
"2088";"2527-1075"
"2089";"1460-2067"
"2090";"1983-1927"
"2091";"0022-166X"
"2092";"1807-0000"
"2093";"1851-3190"
"2094";"0014-0767"
"2095";"6913-0000"
"2096";"3415-342X"
"2097";"1551-3572"
"2098";"1980-4768"
"2099";"1751-8725"
"2100";"1850-0021"
"2101";"1983-0807"
"2102";"1728-5917"
"2103";"0251-4184"
"2104";"1504-2340"
"2105";"1063-083X"
"2106";"1981-6588"
"2107";"1741-4989"
"2108";"0473-7989"
"2109";"6146-614X"
"2110";"0972-9941"
"2111";"0412-4030"
"2112";"0254-9247"
"2113";"0341-5260"
"2114";"2317-1316"
"2115";"2176-3275"
"2116";"1981-6200"
"2117";"1981-9412"
"2118";"1942-0889"
"2119";"1998-1430"
"2120";"0973-1121"
"2121";"1983-0076"
"2122";"1137-2354"
"2123";"1747-1060"
"2124";"1763-6361"
"2125";"1624-8597"
"2126";"1450-2887"
"2127";"2237-9150"
"2128";"2317-5001"
"2129";"1356-9775"
"2130";"4584-271X"
"2131";"1983-2680"
"2132";"1983-5515"
"2133";"1983-2966"
"2134";"1464-7931"
"2135";"1982-761X"
"2136";"7249-8161"
"2137";"1530-0447"
"2138";"1188-3774"
"2139";"0023-7639"
"2140";"0038-3929"
"2141";"1863-5407"
"2142";"1982-6907"
"2143";"1983-5922"
"2144";"0388-1237"
"2145";"1808-6918"
"2146";"1528-8307"
"2147";"1515-2340"
"2148";"1981-8238"
"2149";"0411-6828"
"2150";"1851-9857"
"2151";"1983-5361"
"2152";"0028-0895"
"2153";"1563-4396"
"2154";"0022-4480"
"2155";"2514-7552"
"2156";"0482-6396"
"2157";"1351-3249"
"2158";"0088-0000"
"2159";"0717-6147"
"2160";"2052-7829"
"2161";"0009-1774"
"2162";"1744-1595"
"2163";"1983-2877"
"2164";"1002-8331"
"2165";"0038-0121"
"2166";"2358-2529"
"2167";"1300-0152"
"2168";"2047-4873"
"2169";"2090-1283"
"2170";"1983-1382"
"2171";"1072-4133"
"2172";"1982-4335"
"2173";"1983-3679"
"2174";"0721-2631"
"2175";"1983-103X"
"2176";"0328-5855"
"2177";"1984-1124"
"2178";"1340-8054"
"2179";"1983-6457"
"2180";"1983-9235"
"2181";"0889-3667"
"2182";"1841-8759"
"2183";"0084-5957"
"2184";"1983-8611"
"2185";"1982-6095"
"2186";"1631-5391"
"2187";"0873-1713"
"2188";"1099-999X"
"2189";"0974-1658"
"2190";"0031-6598"
"2191";"1677-7158"
"2192";"2317-6431"
"2193";"1667-3883"
"2194";"1548-1131"
"2195";"1983-1935"
"2196";"1266-7862"
"2197";"1645-7641"
"2198";"0006-5196"
"2199";"1452-8827"
"2200";"2005-2464"
"2201";"1679-3099"
"2202";"0091-4231"
"2203";"0373-1243"
"2204";"1983-7550"
"2205";"0066-2348"
"2206";"1679-6985"
"2207";"1984-381X"
"2208";"0393-5590"
"2209";"0831-2478"
"2210";"1355-0497"
"2211";"1584-0409"
"2212";"1983-7712"
"2213";"1059-8650"
"2214";"1243-549X"
"2215";"0326-8802"
"2216";"1646-1762"
"2217";"0964-4016"
"2218";"1132-0265"
"2219";"1984-1469"
"2220";"2236-8191"
"2221";"1984-056X"
"2222";"1981-7614"
"2223";"2173-5115"
"2224";"1537-5927"
"2225";"1205-9838"
"2226";"0760-9868"
"2227";"1566-2713"
"2228";"0287-6256"
"2229";"1874-8562"
"2230";"0080-7303"
"2231";"2236-9767"
"2232";"0014-7370"
"2233";"0388-841X"
"2234";"1046-2023"
"2235";"2175-3687"
"2236";"0223-3711"
"2237";"0012-9380"
"2238";"1971-1131"
"2239";"1745-9516"
"2240";"1465-4253"
"2241";"1019-5858"
"2242";"0125-2208"
"2243";"0360-1277"
"2244";"1570-7539"
"2245";"1132-0559"
"2246";"1099-128X"
"2247";"1874-3722"
"2248";"2447-1747"
"2249";"1981-8629"
"2250";"1938-2065"
"2251";"0021-5325"
"2252";"1556-7257"
"2253";"1685-6546"
"2254";"0031-9473"
"2255";"1980-3451"
"2256";"0883-5403"
"2257";"1876-2859"
"2258";"1432-5411"
"2259";"1946-0155"
"2260";"1865-9039"
"2261";"2177-2819"
"2262";"0212-1867"
"2263";"1984-5057"
"2264";"0718-5456"
"2265";"1385-951X"
"2266";"1415-5214"
"2267";"1550-2570"
"2268";"0045-1959"
"2269";"1553-9601"
"2270";"1534-2581"
"2271";"0123-3122"
"2272";"1984-1590"
"2273";"2236-4358"
"2274";"2009-1583"
"2275";"2035-150X"
"2276";"1570-1468"
"2277";"1396-0296"
"2278";"1364-5579"
"2279";"1735-6865"
"2280";"1819-1886"
"2281";"1744-9928"
"2282";"2177-8183"
"2283";"1345-9228"
"2284";"1619-8662"
"2285";"1814-0556"
"2286";"1872-4981"
"2287";"1984-4786"
"2288";"1981-755X"
"2289";"1874-3757"
"2290";"1679-6950"
"2291";"2035-9969"
"2292";"1870-1582"
"2293";"1982-9140"
"2294";"2178-1974"
"2295";"9592-5015"
"2296";"1346-8650"
"2297";"1025-7063"
"2298";"1984-7157"
"2299";"0954-5395"
"2300";"1984-5405"
"2301";"1665-3521"
"2302";"1984-9303"
"2303";"1955-6373"
"2304";"0100-543X"
"2305";"1808-0480"
"2306";"1740-8296"
"2307";"1984-3569"
"2308";"1468-8581"
"2309";"1874-4184"
"2310";"1134-5233"
"2311";"0214-8757"
"2312";"1472-0795"
"2313";"2177-0964"
"2314";"1945-5488"
"2315";"1450-5444"
"2316";"0427-1254"
"2317";"1982-0011"
"2318";"1024-0675"
"2319";"1887-3235"
"2320";"1091-5710"
"2321";"1984-5804"
"2322";"1386-0291"
"2323";"1478-3967"
"2324";"1983-8174"
"2325";"1983-3660"
"2326";"0018-8646"
"2327";"1749-4613"
"2328";"1687-8299"
"2329";"2372-5060"
"2330";"1873-4758"
"2331";"2213-2198"
"2332";"1536-3686"
"2333";"1390-4051"
"2334";"2596-1934"
"2335";"1982-5994"
"2336";"1537-260X"
"2337";"2318-986X"
"2338";"0887-2783"
"2339";"0001-2009"
"2340";"1361-259X"
"2341";"1980-0088"
"2342";"1984-9664"
"2343";"0342-8117"
"2344";"1895-8281"
"2345";"0034-6446"
"2346";"2175-0521"
"2347";"1984-8536"
"2348";"2179-474X"
"2349";"2175-7402"
"2350";"1390-3659"
"2351";"0937-7255"
"2352";"2175-0548"
"2353";"1983-6449"
"2354";"1526-9655"
"2355";"1087-1357"
"2356";"1646-6195"
"2357";"1553-572X"
"2358";"1573-689X"
"2359";"1984-8293"
"2360";"1726-8699"
"2361";"1982-2839"
"2362";"1062-0265"
"2363";"1130-3522"
"2364";"1381-1118"
"2365";"1622-1222"
"2366";"1982-2855"
"2367";"1099-1441"
"2368";"1676-2355"
"2369";"1382-5585"
"2370";"1248-0010"
"2371";"0196-206X"
"2372";"0561-7332"
"2373";"1936-6434"
"2374";"1091-4358"
"2375";"1178-9913"
"2376";"0917-2246"
"2377";"0102-1745"
"2378";"1841-9224"
"2379";"9229-913X"
"2380";"0043-2318"
"2381";"9788-5983"
"2382";"1019-5351"
"2383";"1871-2584"
"2384";"0718-7475"
"2385";"1136-7695"
"2386";"0874-0003"
"2387";"2175-3997"
"2388";"2175-277X"
"2389";"1426-8981"
"2390";"0065-4000"
"2391";"1590-6264"
"2392";"2175-6252"
"2393";"1819-544X"
"2394";"2175-957X"
"2395";"1753-8157"
"2396";"1579-8089"
"2397";"1062-6050"
"2398";"0944-0291"
"2399";"1874-4648"
"2400";"1593-2478"
"2401";"1983-4152"
